ID,Comments,EN,DE,FR,ES,PTBR,ZHS,JA
10,,"grants 10 health, which can increase your max health,#full ammo and sets your#score multiplier to 3.0x.","10 gesundheit wird erlangt, was auch max hp erhöhen kann,#munition und multiplier werden auf maximum gesetzt.","octroie 10 pv qui peuvent augmenter les pv max,#recharger les munitions et définir#le multiplicateur de score sur 3.0x.","otorga 10 ps, que pueden aumentar tus ps máx.,#recarga la munición al máximo y establece#el multiplicador en 3.0x.","concede 10 de pv, o que pode aumentar o seu pv máximo,#recarrega totalmente a munição e define seu#multiplicador de pontos para 3,0x.","даёт 10 ОЗ (может увеличить#макс.), полный боезапас#и множитель очков 3.0x.",最大HPを超えてHPが10増加、#弾薬全回復、#スコア倍率が3.0になる。
11,,recover up to 1 more bomb when clearing rooms#(1 bomb per 3 rooms)#bombs break walls in a small radius around you.,du stellst bis zur 1 bombe mehr wieder her zwischen räumen (1 bombe/3 räume).#durch bombenumrisse indiziert.,récupère 1 bombe de plus à la fin des salles#(1 bombe pour 3 salles)#celles-ci détruisent les murs dans un petit rayon autour de toi.,recuperas hasta 1 bomba más al despejar salas#(1 bomba cada 3 salas)#las bombas rompen los muros en un pequeño radio a tu alrededor.,recupere até 1 bomba a mais ao concluir uma salas#(1 bomba a cada 3 salas)#bombas quebram paredes em um pequeno raio ao seu redor.,за зачистку комнат восстанавливается#до 1 доп. бомбы (1 бомба на 3 комнаты)#бомбы ломают стены в малом радиусе.,部屋クリア時にボムが1つ以上回復する#（3部屋につき1つ）#ボムが周辺円周内の壁を破壊する。
12,,clearing rooms drops items at an increased rate and adds rarer items to the drop pool.,beim raumklären werden mehr und seltenere gegenstände als belohnung geboten.,finir les salles octroie des objets plus souvent et ajoute des possibilités d'objets rares.,"al despejar salas, se generan objetos con más frecuencia y se añaden objetos raros a las posibilidades.",concluir salas concede itens com mais frequência e adiciona itens mais raros ao conjunto de itens que podem ser concedidos.,зачистка комнат чаще#даёт предметы и добавляет#более редкие в пул дропа.,部屋のクリア報酬に、より多くの#レアアイテムが含まれる。
13,,"grants +10% damage, default weapon now fires two streams of bullets with higher total damage.","gewährt 10% mehr schaden. basiswaffe feuert nun zwei kugeln, die zusammen mehr schaden anrichten.","octroie +10 % de dégâts, l'arme par défaut tire deux balles avec des dégâts totaux supérieurs.",otorga +10% de daño y el arma inicial dispara dos ráfagas de balas que infligen más daño total.,"concede +10% de dano, a arma inicial agora dispara duas rajadas de balas, causando maior dano total.",+10% урона. базовое#оружие стреляет#двумя потоками#пуль с большим#суммарным уроном.,ダメージが10%上昇し、初期武器が2つの弾丸を発射するようになり、総ダメージが上昇する。
14,,this is it.,"nun, hier sind wir.",et voilà.,aquí está.,chegou a hora.,вот оно.,これだ。
15,,"revive with 5 current and max health on death, once.#on revival, increases your damage by 15% and unleashes absolute destruction.",beim tod wirst du mit 5 hp belebt.#alles um dir nimmt massiven schaden und du erlangst 15% schaden.,"à la mort, ressuscite une fois avec 5 pv actuels et max.#augmente les dégâts de 15 % et détruit tout autour de toi.","al morir, resucitas una vez con 5 ps actuales y máximos.#al revivir, el daño aumenta un 15% y destruyes todo a tu alrededor.","ao morrer, você revive com 5 de pv atual e máximo uma vez.#ao reviver, aumenta em em 15% o dano causado e você destrói tudo ao seu redor.",при смерти — одно возрождение с 5 ОЗ. при возрождении#+15% урона и абсолютное уничтожение вокруг.,死亡時に最大5HPおよびHP全回復状態で復活。#復活時、ダメージが15%上昇し、周囲に大ダメージをもたらす。
16,,collecting debris increases movement speed and damage by up to 30%.#effect quickly wears off when hit or not collecting debris.,schrottsammlung erhöht schaden und geschwindigkeit bis zu 30%.#effekt verschwindet schnell wenn das sammeln aufhört.,"la collecte de débris augmente la vitesse de déplacement et les dégâts jusqu'à 30 %.#si tu ne collectes pas de débris ou que tu subis des dégâts, l'effet s'estomp..","al obtener restos, la velocidad de movimiento y el daño aumentan un 30%.#el efecto se agota al recibir un impacto o no obtener restos.",coletar destroços aumenta a velocidade de movimento e o dano causado em até 30%.#o efeito expira rapidamente quando atingido ou se não coletar destroços.,сбор лома повышает скорость и урон до 30%. эффект#быстро спадает при попадании или паузе в сборе.,デブリを集めることで、#移動スピードとダメージが最大30％上昇する。#被弾するかデブリを集めないでいると、#この効果はすぐに消える。
17,,"you can store up to 12 active charges at a time, instead of 6.#they do not regenerate faster.","du kannst bis zu 12 ladungen tragen, statt 6.#sie regenirieren nicht schneller.",tu peux stocker 12 charges actives à la fois au lieu de 6.#elles ne se régénèrent pas plus vite.,puedes almacenar hasta 12 cargas activas a la vez en lugar de 6.#no se regeneran más rápido.,"você pode armazenar até 12 cargas ativas por vez, e não apenas 6.#elas não se regeneram mais rápido.",максимум зарядов увеличен с 6 до 12.#скорость восстановления не меняется.,一度に持てるボムが6から12になる。#再生速度は変化しない。
18,,creates a selection of four cartridges.#you can take any two.,du hast eine auswahl von vier steckmodulen#zwei können genommen werden,crée une sélection de quatre cartouches.#choisis-en deux.,crea una selección de cuatro cartuchos.#puedes elegir dos.,cria uma seleção de quatro cartuchos.#você pode escolher dois para pegar.,создаёт 4 картриджа.#можно взять любые два.,4種類のカセットから#2つ選べる。
19,,"weapons do not break when they run out of ammo.#without ammo, you fire the basic weapon.#gain 20% max ammo.",waffen brechen nicht wenn sie ausser ammo sind#basiswaffe wird statdessen benutzt#erlange 20% max ammo,les armes ne se brisent pas quand elles n'ont plus de munitions.#tu utilises l'arme de base à la place.#munitions max +20 %.,"las armas no se rompen al quedarse sin munición.#si la munición se agota, disparas el arma básica.#obtienes un 20% de munición máx.","as armas não quebram quando ficam sem munição.#ao ficar sem munição, você dispara com a arma básica.#ganha 20% de munição máxima.",оружие не ломается при пустом#боезапасе. без боезапаса стреляет#базовое оружие. макс. боезапас +20%.,弾薬が切れても武器が壊れない。#弾切れの場合、基本武器を使用する。#最大弾数が20%増加。
