ID,Comments,EN,DE,FR,ES,PTBR,ZHS,JA
145,,scroll lock,rollen-taste,arrêt défil.,bloq despl,scroll lock,scroll lock,Ｓｃｒｏｌｌ　Ｌｏｃｋ
160,,l. shift,l. shift,maj g,mayús izq,shift esq.,Л. Shift,左Ｓｈｉｆｔ
161,,r. shift,r. shift,maj d,mayús der,shift dir.,Прав. Shift,右Ｓｈｉｆｔ
162,,l. ctrl,l. strg,ctrl g,ctrl izq,ctrl esq.,Л. Ctrl,左Ｃｔｒｌ
163,,r. ctrl,r. strg,ctrl d,ctrl der,ctrl dir.,Прав. Ctrl,右Ｃｔｒｌ
164,,l. alt,l. alt,alt g,alt izq,alt esq.,Л. Alt,左Ａｌｔ
165,,r. alt,r.alt,alt d,alt der,alt dir.,Прав. Alt,右Ａｌｔ
186,,,,,,,,
187,,=,=,=,¡,=,=,＝
188,,",",",",",",",",",",",",，
189,,-,-,-,',-,-,ｰ
190,,.,.,.,.,.,.,．
191,,/,/,/,-,/,/,／
192,,`,`,`,º,`,`,｀
219,,[,[,[,`,[,[,［
220,,\,\,\,ç,\,\,＼
221,,],],],+,],],］
222,,#,#,#,#,#,#,＃
223,,` ,` ,`,º,`,`,｀
9000,,l. mouse,l. maus,souris g,ratón izq,mouse esq.,ЛКМ,左クリック
9001,,r. mouse,r. maus,souris d,ratón der,mouse dir.,ПКМ,右クリック
9002,,m. mouse,m. maus,souris m,ratón cent,mouse cent.,СКМ,中央クリック
9003,,m4,m4,m4,m4,m4,m4,マウスボタン４
9004,,m5,m5,m5,m5,m5,m5,マウスボタン５
32772,,x,x,x,x,x,x,Ｘ
32769,,a,a,a,a,a,a,Ａ
32770,,b,b,b,b,b,b,Ｂ
32771,,x,x,x,x,x,x,Ｘ
32772,,y,y,y,y,y,y,Ｙ
32773,,l. shoulder,l. schulter,lb,lb,lb,Л. бампер,左ショルダー
32774,,r. shoulder,r. schulter,rb,rb,rb,Прав. бампер,右ショルダー
32775,,l. trigger,l. trigger,lt,lt,lt,Л. курок,左トリガー
32776,,r. trigger,r. trigger,rt,rt,rt,Прав. курок,右トリガー
32777,,l. stick,l. stick,ls,ls,ls,Л. стик,左スティック
32778,,r. stick,r. stick,rs,rs,rs,Прав. стик,右スティック
