ID,Comments,EN,DE,FR,ES,PTBR,ZHS,JA
40,,gain 3 charges##/c5maximum of 12!/c0,gibt 3 aktivladungen##/c5maximum von 12!/c0,+3 charges##/c5maximum 12 !/c0,obtén 3 cargas##/c5¡12 como máximo!/c0,ganhe 3 cargas##/c5máximo de 12!/c0,gain 3 charges##/c5maximum of 12!/c0,チャージが3回復#/c5最大12個！/c0
41,,+2 random power bombs##/c5grab 'em while they're fresh,+2 zufällige power-bomben##/c5frisch aus dem ofen,+2 bombes aléatoires##/c5prends-les bien chaudes,+2 bombas al azar##/c5llévatelas calentitas,+2 bombas de poder aleatórias##/c5pegue quando ainda estiverem fresquinhas,+2 random power bombs##/c5grab 'em while they're fresh,ランダムな特殊ボム+2##/c5今のうちに拾おう
42,,+1 hp when salvaged,+1 hp wenn verwertet,+1 pv à la récupération,+1 ps al desguazar,+1 de pv quando ao reciclar,+1 hp when salvaged,サルベージするとHP+1
43,,+A% max ammo when salvaged,+A% max ammo wenn verwertet,+A% munitions max à la récup',+A% de munición máx. al desguazar,+A% de munição máxima ao reciclar,+A% max ammo when salvaged,サルベージすると最大弾数+A%
44,,+D% damage when salvaged,+D% schaden wenn verwertet,+D% dégâts à la récup',+D% de daño al desguazar,+D% de dano ao reciclar,+D% damage when salvaged,サルベージするとダメージ+D%
45,,recovers 2 hp##/c5don't give up/c0,stellt 2 hp#wieder her##/c5gib nicht auf/c0,restaure 2 pv##/c5tiens bon/c0,restaura 2 ps##/c5no te rindas/c0,recupera 2 de pv##/c5não desista/c0,recovers 2 hp##/c5don't give up/c0,HP2回復##/c5あきらめないで/c0
46,,20% damage increase...?,20% mehr schaden...?,20 % de dégâts en plus ?,¿aumento de daño del 20%?,20% de aumento de dano...?,20% damage increase...?,ダメージ20%上昇…？
47,,#/c5less effective as you gain more/c0,"#/c5weniger effektiv, je mehr du hast/c0","#/c5plus tu en as, moins c'est efficace/c0",#/c5pierde efectividad según ganas más/c0,#/c5fica menos eficaz à medida que você ganha mais/c0,#/c5less effective as you gain more/c0,#/c5多く取るほど効果が低くなる/c0
48,,a handheld game,eine spielkonsole,un jeu portable,videojuego de portátil,um jogo portátil,a handheld game,携帯ゲーム機
49,,attempt to break open##,versuche es offen zu brechen##,essaie de l'ouvrir de force##,intentar abrir##,tentativa de abrir à força##,attempt to break open##,壁を破壊する##
50,,/c5required ammo:,/c5benötigtes ammo:,/c5munitions requises :,/c5munición requerida:,/c5munição necessária:,/c5required ammo:,/c5必要な弾薬：
51,,/c5required charges:,/c5benötigte ladungen:,/c5charges requises :,/c5cargas requeridas:,/c5cargas necessárias:,/c5required charges:,/c5必要なチャージ：
52,,/c5-requires ammo-/c0,/c5-braucht ammo-/c0,/c5-requiert munitions-/c0,/c5-requiere munición-/c0,/c5-requer munição-/c0,/c5-requires ammo-/c0,/c5- 弾薬が必要 -/c0
53,,/c5-requires charges-/c0,/c5-braucht ladung-/c0,/c5-requiert charges-/c0,/c5-requiere cargas-/c0,/c5-requer cargas-/c0,/c5-requires charges-/c0,/c5- チャージが必要 -/c0
54,,a game ticket!#/c5recovers 1 hp#and 20% ammo/c0,,,,,a game ticket!#/c5recovers 1 hp#and 20% ammo/c0,試合のチケットだ！#/c5HP1と#弾薬20%回復/c0
55,,a game ticket!#/c5recovers 2 hp#D% damage increase/c0,,,,,a game ticket!#/c5recovers 2 hp#D% damage increase/c0,試合のチケットだ！#/c5HPが2回復#ダメージD%増加/c0
56,,/c4extra ticket!/c0#/c5awarded for a#flawless performance/c0,,,,,/c4extra ticket!/c0#/c5awarded for a#flawless performance/c0,試合のチケットだ！#/c5優秀賞として#表彰される/c0
57,,a piece of a whole,ein teil des ganzen,un fragment du tout,una parte de un todo,um pedaço do todo,a piece of a whole,何かのピース
58,,a redundant thing,ein überflüssiges ding,une chose superflue,una cosa redundante,uma coisa redundante,a redundant thing,余計なもの
1000,,+2 hp parts##/c5collect %P to gain a shield,+2 lebensteile##/c5sammle %P um ein#schild zu erlangen,+2 fragments de pv##/c5obtiens-en %P pour#obtenir un bouclier,+2 porciones de ps##/c5obtén %P para conseguir#un escudo,+2 pedaços de pv##/c5colete %P para ganhar um escudo,+2 hp parts##/c5collect %P to gain a shield,HPパーツ+2##/c5%Pつ集めてシールドを入手
1001,,+1 hp part##/c5collect %P to gain a shield,+1 lebensteil##/c5sammle %P um ein#schild zu erlangen,+1 fragment de pv##/c5obtiens-en %P pour#obtenir un bouclier,+1 porción de ps##/c5obtén %P para conseguir#un escudo,+1 pedaço de pv##/c5colete %P para ganhar um escudo,+1 hp part##/c5collect %P to gain a shield,HPパーツ+1##/c5%Pつ集めてシールドを入手
1002,,can't gain max hp##/c5grants a shield instead,"kann max hp nicht erhöhen##/c5anstatt, ein schild",impossible d'obtenir des pv max##/c5octroie un bouclier#à la place,"impide aumentar los ps máx.##/c5en su lugar, otorga un escudo","não pode ganhar pv máximo##/c5em vez disso, concede um escudo",can't gain max hp##/c5grants a shield instead,最大HPは増えない##/c5代わりにシールドを獲得
,Pacts.,,,,,,,
1003,,/c0your hp is raised by 5 (over max)#/c2your max hp is halved (rounded up),/c0deine hp werden#um 5 erhöht (über max)#/c2dein max hp ist halbiert (aufgerundet),/c0tu obtiens 5 pv (au-dessus du max)#/c2tes pv max sont réduits de moitié (arrondis),/c0+5 ps (sobre el máx.)#/c2divide entre 2 los ps máx. (redondeando hacia arriba),/c0seu pv aumenta em 5 (acima do máximo)#/c2seu pv máximo reduz pela metade (arredondado para cima),/c0your hp is raised by 5 (over max)#/c2your max hp is halved (rounded up),/c0HPが5上昇（最大値に加算）#/c2最大HPが半分になる（切り上げ）
1004,,/c0set your hp to your max hp#/c2your max hp is halved (rounded up),/c0setze deine hp#deinen max hp gleich#/c2dein max hp ist halbiert (aufgerundet),/c0ajuste tes pv selon tes pv max#/c2tes pv max sont réduits de moitié (arrondis),/c0ajusta los ps a los ps máx.#/c2divide entre 2 los ps máx. (redondeando hacia arriba),/c0ajusta seu pv para o pv máximo#/c2seu pv máximo reduz pela metade (arredondado para cima),/c0set your hp to your max hp#/c2your max hp is halved (rounded up),/c0HPを最大HPまで回復#/c2最大HPが半分になる（切り上げ）
1005,,/c0current ammo is set to 400% of the max#/c2ammo max is then halved,/c0erlange 400% der#ammo für die waffe#/c2verliere hälfte von max ammo,/c0munitions ajustées à 400 % du max#/c2munitions max réduites de moitié,/c0ajusta la munición al 400 % del máx.#/c2divide entre 2 la munición máx.,/c0a munição atual é definida#para 400% do máximo#/c2a munição máxima é então reduzida pela metade,/c0current ammo is set to 400% of the max#/c2ammo max is then halved,/c0現在の弾薬が最大値の400%に増加#/c2最大弾数がその後半分になる
1006,,/c0gain 20% extra damage#/c2lose half your hp,/c0erlange 20% extra schaden#/c2verliere hälfte von hp,/c0obtiens 20 % de dégâts bonus#/c2perds la moitié de tes pv,/c0obtienes un 20 %#de daño adicional#/c2pierdes la mitad de los ps,/c0ganha 20% de dano extra#/c2perde metade do seu pv,/c0gain 20% extra damage#/c2lose half your hp,/c020%の追加ダメージを得る#/c2HPの半分を失う
1007,,/c0gain 6 power bombs#/c2decrease your bomb regen cap by 1,/c0erlange 6 power-bomben#/c2verliere eine max bombe,/c0obtiens 6 bombes#/c2la limite de régénération de bombe baisse de 1,/c0obtienes 6 bombas#/c2reduce en 1 el tope de regeneración de bombas,/c0ganha 6 bombas de poder#/c2diminui o limite de regeneração de bomba em 1,/c0gain 6 power bombs#/c2decrease your bomb regen cap by 1,/c0特殊ボムを6つ獲得#/c2ボムの回復上限が1減る
1008,,/c0unlock a seal#/c2face death,/c0breche ein siegel#/c2begegne deinen untergang,/c0débloque un sceau#/c2affronte la mort,/c0desbloquea un sello#/c2enfréntate a la muerte,/c0desbloqueie um selo#/c2enfrente a morte,/c0unlock a seal#/c2face death,/c0封印を解く#/c2死と対峙する
1009,,/c0gain health#/c2for all your bombs,/c0stelle gesundheit wieder her#/c2in tausch für alle bomben,/c0obtiens de la santé#/c2pour toutes tes bombes,/c0obtienes salud#/c2a cambio de todas las bombas,/c0ganhe saúde#/c2em troca de todas suas bombas,/c0gain health#/c2for all your bombs,/c0ボムの数だけHPを得る#/c2ボムをすべて失う
1010,,/c0save your weapon for the next floor#/c2lose it now,/c0waffe taucht im nachsten stock auf#/c2verliere sie jetzt,/c0garde ton arme pour l'étage suivant#/c2perds-la maintenant,/c0reserva tu arma#para el próximo piso#/c2piérdela ahora,/c0guarde sua arma#para o próximo andar#/c2perca agora,/c0save your weapon for the next floor#/c2lose it now,/c0次のフロアに武器を持ち越す#/c2武器を今すぐ手放す
1011,,/c0gain a random upgrade#/c2lose a random upgrade,/c0erhalte ein zufallsupgrade#/c2verliere ein zufallsupgrade,/c0obtiens une amélioration aléatoire#/c2perds une amélioration aléatoire,/c0obtienes una mejora al azar#/c2pierdes una mejora al azar,/c0ganhe um#aprimoramento aleatório#/c2perca um aprimoramento aleatório,/c0gain a random upgrade#/c2lose a random upgrade,/c0ランダムなアップグレードを1つ獲得#/c2ランダムなアップグレードを1つ失う
1012,,/c0spawn a random unique weapon#/c2no more weapon rooms,/c0erhalte eine einzigartige waffe#/c2keine waffenräume mehr,/c0génère une arme unique aléatoire#/c2finies les salles d'armes,/c0genera un arma única al azar#/c2elimina las salas de armas,/c0gere uma arma única aleatória#/c2sem mais salas de armas,/c0spawn a random unique weapon#/c2no more weapon rooms,/c0ランダムなユニーク武器を1つ生成#/c2今後武器部屋が出現しない
1013,,/c0more rooms this floor#/c2fight 1 more miniboss this floor,/c0mehr räume für diese stock#/c21 miniboss mehr,/c0plus de salles à cet étage#/c2affronte 1 mini-boss de plus à cet étage,/c0más salas en este piso#/c2un minijefe más en este piso,/c0mais salas neste andar#/c2lute contra mais 1 minichefe neste andar,/c0more rooms this floor#/c2fight 1 more miniboss this floor,/c0このフロアに部屋を追加#/c2このフロアでもう1体の中ボスと戦う
2000,,"holy water##/c5blesses your weapon#it gets +10% damage and +20% ammo,#and is refilled/c0","weihwasser##/c5segnet deine waffe#+10% schaden, +20% ammo,#und freie nachfüllung/c0","eau bénite##/c5bénit votre arme#ses dégâts sont augmentés de +10 %, ses munitions de +20%,#et elle est rechargée/c0",agua bendita##/c5bendice tu arma#otorga +10% de daño y +20% de munición#y la recarga/c0,"água sagrada##/c5abençoa sua arma#ela ganha +10% de vantagem e 20% de munição,#e é reabastecida/c0","holy water##/c5blesses your weapon#it gets +10% damage and +20% ammo,#and is refilled/c0",聖水##/c5武器を祝福#ダメージ+10%、最大弾数+20%を獲得し、#弾薬が全回復
2001,,holy water##/c5gain 5% damage and 10% max ammo/c0 ,weihwasser##/c5erlange 5% schaden und 10% max ammo/c0,eau bénite##/c5dégâts +5 % et munitions max +10 %/c0 ,agua bendita##/c5otorga 5% de daño y 10% de munición máx./c0 ,água sagrada##/c5ganha +5% de dano e 10% de munição máxima/c0 ,holy water##/c5gain 5% damage and 10% max ammo/c0,聖水##/c5ダメージが5%上昇し、最大弾数が10%増加
,Flavorless.,,,,,,,
9000,,a ribbon,eine schleife,un ruban,un lazo,uma fita,a ribbon,リボン
9001,,portrait,ein porträt,un portrait,retrato,retrato,portrait,肖像画
