ID,Comments,EN,DE,FR,ES,PTBR,ZHS,JA
26,,voltcore,voltkern,voltcœur,núcleo voltaico,núcleo voltaico,voltcore,ボルトコア
27,,stormlash,sturmpeitscher,tourmenteur,azote de tormenta,flagelo de tempestade,stormlash,ストームラッシュ
28,,reaper,todesmaske,faucheur,segador,ceifador,reaper,リーパー
29,,jelly,gelee,gelée,gelatina,geleia,jelly,ゼリー
30,,pollyp,pollip,polype,pólipo,pólipo,pollyp,ポリープ
31,,chomper,zermalmer,croqueur,mordedor,mastigador,chomper,チョンパー
33,,chamberlord,kammerherr,chambellord,señor armatesta,senhorarmado,chamberlord,チェンバーロード
34,,ringleader,anführer,chef de cercle,líder anular,líder do círculo,ringleader,リングリーダー
35,,guardian,wächter,gardien,guardián,guardião,guardian,ガーディアン
36,,presence,präsenz,présence,presencia,presença,presence,気配
37,,behemoth,ungeheuer,mastodonte,behemoth,gigante,behemoth,ベヒーモス
38,,daemon,daemon,daemon,daemon,daemon,daemon,ダイモーン
40,,hermit,einsiedler,ermite,ermitaño,eremita,hermit,ハーミット
41,,bumper,bumper,bumper,bumper,bumper,bumper,バンパー
42,,heavy sentinel,schwerer sentinel,sentinelle lourde,centinela pesado,sentinela pesada,heavy sentinel,ヘヴィセンティネル
43,,lost soul,verlorene seele,âme perdue,alma en pena,alma perdida,lost soul,ロストソウル
44,,beast,biest,bête,bestia,fera,beast,ビースト
45,,exhaust,auspuff,extracteur,extractor,exaustor,exhaust,エグゾースト
46,,crawler,krabbler,arthrobot,trepador,rastejante,crawler,クローラー
47,,explosives,explosion,explosifs,explosivos,explosivos,explosives,爆発
48,,skully,skully,skully,skully,skully,skully,スカル
50,,armor tac,rüstung tac,armor tac,armor tac,blindado tac,armor tac,アーマー・タック
51,,devourer,verschlinger,dévoreur,devorador,devorador,devourer,デヴァウラー
52,,ice wyrm,eisdrache,ver glacial,sierpe de hielo,serpe de gelo,ice wyrm,アイスワーム
53,,gauntlet,spießlauf,défi,reto,desafio,gauntlet,チャレンジ
61,,sentron,sentron,sentron,sentron,sentron,sentron,セントロン
62,,archivator,archivator,archiveur,archivero,arquivador,archivator,アーキビテイター
64,,hacking mishap,hackversuch,piratage raté,hackeo fallido,acidente de hacking,hacking mishap,ハッキング事故
65,,icicle,eiszapfen,stalactite,témpano,pingente de gelo,icicle,つらら
66,,martyr,märtyrer,martyre,mártir,mártir,martyr,マーター
67,,fish,fisch,poisson,pez,peixe,fish,フィッシュ
68,,crazy fish,irrer fisch,poisson fou,pez enajenado,peixe maluco,crazy fish,クレイジーフィッシュ
69,,ice ghost,eisgeist,fantôme gelé,fantasma gélido,fantasma de gelo,ice ghost,アイスゴースト
70,,giant ice ghost,eisgeistriese,gros fantôme gelé,fantasmón gélido,fantasma de gelo gigante,giant ice ghost,巨大アイスゴースト
71,,frosthead,frosthaupt,chambre givrée,escarchatesta,caragelada,frosthead,フロストヘッド
72,,crystal seeker,kristallsucher,chercheur cristallin,buscador cristalino,buscador de cristais,crystal seeker,クリスタル・シーカー
73,,shade,schatten,ombre,sombra,sombra,shade,シェイド
74,,soul extractor,seelenextraktor,extracteur d'âmes,extirpador de almas,extrator de almas,soul extractor,ソウルエクストラクター
75,,war sphere,kriegssphäre,sphère de guerre,esfera de guerra,esfera de guerra,war sphere,ウォースフィア
80,,blazing skully,feuerskully,skully flambant,skully llameante,skully em chamas,blazing skully,炎のスカル
81,,reaver,todesantliz,pilleur,saqueador,saqueador,reaver,リーバー
82,,furnace maw,feuermaul,clapet de forge,horno dentado,boca de fornalha,furnace maw,溶鉱炉の口
83,,fire ghost,feuergeist,spectre du feu,fantasma ígneo,fantasma de fogo,fire ghost,ファイヤーゴースト
84,,giant fire ghost,großer feuergeist,spectre du feu géant,fantasmón ígneo,fantasma de fogo gigante,giant fire ghost,巨大ファイヤーゴースト
85,,pipeipede,rohrfuß,scolotube,tubugusano,canocomcara,pipeipede,パイプピード
86,,shard,fragment,fragment,esquirla,fragmento,shard,シャード
93,,crusher,zermalmer,broyeur,triturador,esmagador,crusher,クラッシャー
94,,firepipe,feuerrohr,tube de feu,tubo flamígero,tubo de fogo,firepipe,ファイアパイプ
95,,focus,fokus,focus,foco,foco,focus,フォーカス
96,,overseer,aufseher,superviseur,supervisor,supervisor,overseer,オーバーシーア
97,,funnel,rohrwerk,conduit,canalizador,funil,funnel,ファネル
98,,reactor,reaktor,réacteur,reactor,reator,reactor,リアクター
99,,ordinator,ordinator,ordinateur,reformador,coordenador,ordinator,オーディネイター
100,,firewall,firewall,pare-feu,cortafuegos,firewall,firewall,ファイヤーウォール
101,,overlord,overlord,chef suprême,señor supremo,senhor supremo,overlord,オーバーロード
102,,bloke,bloke,bloke,bloke,bloke,bloke,ブローク
104,,pyromancer,pyromancer,pyromancien,piromante,piromante,pyromancer,パイロマンサー
105,,infernalist,infernalist,infernaliste,infernalista,infernalista,infernalist,インフェルニスト
106,,cryomancer,cryomancer,cryomancien,criomante,criomante,cryomancer,クライオマンサー
107,,iceweaver,eisweber,enneigés,tejehielos,tecelão de gelo,iceweaver,アイスウィーバー
108,,necromancer,necromancer,nécromancien,nigromante,necromante,necromancer,ネクロマンサー
109,,chamberlain,kammerfürst,chambellan,armatesta grande,cararmada grande,chamberlain,チェインバレン
111,,mimic,mimic,copie,mimic,mímico,mimic,ミミック
112,,demiskull,demischädel,demi-crâne,semicráneo,demicrânio,demiskull,デミスカル
113,,eternal seeker,ewiger sucher,chercheur éternel,buscador eterno,buscador eterno,eternal seeker,エターナル・シーカー
114,,eternal core,ewiger kern,cœur éternel,núcleo eterno,núcleo eterno,eternal core,エターナル・コア
115,,eternal chamberhead,ewiger haupt,chambrier éternel,armatesta eterno,cararmada eterno,eternal chamberhead,エターナル・チェンバーヘッド
119,,relic,relikt,relique,vestigio,relíquia,relic,レリック
120,,honor guard,ehrenwache,garde d'honneur,guardia de honor,guarda de honra,honor guard,オーナーガード
121,,haunted block,besessener block,bloc hanté,bloque embrujado,bloco assombrado,haunted block,呪われたブロック
122,,redcap,rotkappe,bonnet-rouge,gorro rojo,barrete vermelho,redcap,レッドキャップ
123,,bane engine,todesmaschine,engin de ruine,motor del flagelo,motor maldito,bane engine,ベイン・エンジン
124,,soul tank,seelentank,cuve d'âmes,tanque de almas,tanque de alma,soul tank,ソウルタンク
125,,idol,idol,idole,ídolo,ídolo,idol,アイドル
126,,eternal gestalt,gestalt,forme éternelle,forma eterna,gestalt eterna,eternal gestalt,エターナル・ゲシュタルト
127,,insubstantial,unwesen,immatériel,insustancial,insubstancial,insubstantial,虚空の産物
128,,shattered one,der zersplitterte,le fragmenté,el fragmentado,o demolido,shattered one,砕けたもの
129,,broken one,der gebrochene,le brisé,el destrozado,o quebrado,broken one,壊れたもの
130,,cracked one,der gerissene,le fissuré,el desvencijado,o rachado,cracked one,割れたもの
131,,keystone,schlüsselstein,clé de voûte,piedra clave,pedra angular,keystone,キーストーン
132,,monolith,monolith,monolithe,monolito,monólito,monolith,モノリス
133,,renegade,abtrünniger,renégat,renegado,renegado,renegade,背信者
134,,unknown,unbekannt,inconnu,desconocido,desconhecido,unknown,アンノウン
135,,eternal sentinel,ewiger sentinel,sentinelle éternelle,centinela eterno,sentinela eterno,eternal sentinel,エターナル・センティネル
136,,eternal mage,ewiger magier,mage éternel,mago eterno,mago eterno,eternal mage,エターナル・メイジ
137,,headless mage,hauptloser magier,mage sans tête,mago decapitado,mago sem cabeça,headless mage,ヘッドレスメイジ
138,,vortex reaper,wirbelmaske,faucheur du vortex,segador del vórtice,ceifador do vórtice,vortex reaper,ボルテックス・リーパー
139,,soulmonger,seelenschinder,cueilleur d'âmes,vendealmas,vendedor de almas,soulmonger,ソウルモンガー
140,,twofold,das zweifache,double,dúplex,olho duplo,twofold,ツーフォールド
144,,candle,kerze,bougie,vela,vela,candle,キャンドル
145,,bat,fledermaus,roussette,murciélago,morcego,bat,コウモリ
146,,firebat,feuerrmaus,roussette de feu,murciélago ígneo,morcego de fogo,firebat,ファイヤーコウモリ
147,,giant skully,riesenskully,skully géant,skully gigante,skully gigante,giant skully,巨大スカル
148,,grinder,grinder,grinder,grinder,triturador,grinder,グラインダー
149,,fish,fisch,poisson,pez,peixe,fish,フィッシュ
150,,genesis,genesis,genesis,génesis,gênesis,genesis,ジェネシス
151,,blast reaper,todeskern,faucheur explosif,segador explosivo,ceifador explosivo,blast reaper,ブラストリーパー
152,,zealot,zelote,zélote,fanático,fanático,zealot,ジーロット
153,,seekerhead,hauptsucher,cherche-chambre,buscador jefe,mestre buscador,seekerhead,シーカーヘッド
154,,martyrball,martyrball,boule-martyre,bola mártir,bola mártir,martyrball,マーターボール
155,,anathemancer,anathemancer,anathémancien,anatemante,anatemântico,anathemancer,アナテマンサー
156,,displacer,ersetzer,clignoteur,desplazador,deslocador,displacer,ディスプレイサー
157,,eternal displacer,ewiger ersetzer,clignoteur éternel,desplazador eterno,deslocador eterno,eternal displacer,エターナル・ディスプレイサー
158,,aegis,aegis,égide,égida,égide,aegis,アイギス
159,,unbreakable aegis,unzerbrechliche aegis,égide indestructible,égida irrompible,égide inquebrável,unbreakable aegis,不壊のアイギス
160,,angel,engel,ange,ángel,anjo,angel,エンジェル
161,,imp,imp,lutin,diablillo,diabrete,imp,インプ
162,,geomancer,geomancer,géomancien,geomante,geomante,geomancer,ジオマンサー
163,,earthbreaker,erdbrecher,brise-terre,rompemundos,quebra-terra,earthbreaker,アースブレイカー
164,,defoe,defoe,defoe,defoe,defoe,defoe,デフォー
165,,scarfy,schleifer,écharpe,pañoleto,lenço,scarfy,スカーフィー
166,,lich,lich,lich,lich,lich,lich,リッチ
167,,database,datenbank,base de données,base de datos,base de dados,database,データベース
168,,oblivion,oblivion,oblivion,el olvido,oblívio,oblivion,オブリビオン
169,,flameseer,flammeseher,feu devin,llamadivino,chama divina,flameseer,フレイムシーア
170,,archaeomancer,archaeomancer,archéomancien,arqueomante,arqueomante,archaeomancer,アーケオマンサー
171,,vardimancer,vardimancer,vardimancien,vardimante,vardimante,vardimancer,ヴァルディマンサー
172,,prismancer,prismancer,prismancien,prismante,prismante,prismancer,プリズマンサー
173,,dendritic,dendrite,dendrite,dendrita,dendrítico,dendritic,デンドリティック
174,,saucer,fliegende untertasse,soucoupe,platillo volante,disco voador,saucer,ソーサー
175,,shuffler,schweber,alternateur,alternador,embaralhador,shuffler,シャッフラー
176,,possessor,besitzer,possesseur,posesor,possuidor,possessor,ポゼッサー
177,,banshee,banshee,banshee,banshee,banshee,banshee,バンシー
178,,legion,legion,légion,legión,legião,legion,レギオン
179,,wiseguy,besserwisser,mafioso,mafioso,cara esperto,wiseguy,ワイズガイ
180,,drone,drone,drone,dron,drone,drone,ドローン
181,,glacial legion,eislegion,légion glaciale,legión glacial,legião glacial,glacial legion,アイス・レギオン
182,,omnimancer,omnimancer,omnimancien,omnimante,omnimante,omnimancer,オムニマンサー
183,,transistor,transistor,transistor,transistor,transistor,transistor,トランジスタ
184,,charlie,charlie,charlie,charlie,charlie,charlie,チャーリー
185,,heavy crawler,schwerer krabbler,arthrobot lourd,trepador pesado,rastejante pesado,heavy crawler,ヘヴィクローラー
186,,grimoire,foliant,grimoire,grimorio,grimório,grimoire,グリモワール
187,,intruder,eindringling,intrus,intruso,intruso,intruder,イントゥルーダー
188,,interceptor,abfangjäger,intercepteur,interceptor,interceptor,interceptor,インターセプター
189,,grimm,grimm,grimm,grimm,sombrio,grimm,グリム
190,,the engorged,der vollgestopfte,le gonflé,el hinchado,o abarrotado,the engorged,エンゴージド
191,,cavalier,kavalier,cavalier,caballero,cavaleiro,cavalier,キャバリエ
192,,colonel,oberst,colonel,coronel,coronel,colonel,カーネル
193,,autodoc,autodoc,autodoc,autodoc,autodoc,autodoc,オート・ドク
194,,giant bat,riesenfeldermaus,roussette géante,murciélago gigante,morcego gigante,giant bat,巨大コウモリ
195,,the myriad,die myriade,la myriade,el sinnúmero,a miríade,the myriad,ミリアド
196,,ascended one,meister der weisheit,le grand mage,el ascendido,o ascendido,ascended one,アセンディド
198,,watcher,beobachter,observateur,observador,observador,watcher,ウォッチャー
207,,heavy  turret,schwere turret,tourelle lourde,torreta pesada,torre pesada,heavy  turret,ヘヴィタレット
209,,enchanted skull,zauberschädel,crâne envoûté,cráneo mágico,caveira encantada,enchanted skull,呪術スカル
210,,fiery enchanted skull,feuriger zauberschädel,crâne envoûté ardent,cráneo mágico ígneo,caveira encantada flamejante,fiery enchanted skull,炎の呪術スカル
211,,hunter,jäger,chasseur,cazador,caçador,hunter,ハンター
212,,blob,blob,blob,blob,blob,blob,ブロブ
213,,mirrorhead,spiegelhaupt,tête de miroir,cabeza de espejo,caraespelhada,mirrorhead,ミラーヘッド
214,,ghost wizard,geisterzauberer,sorcier spectral,mago fantasma,feiticeiro fantasma,ghost wizard,ゴーストウィザード
215,,aberrant,aberrant,aberration,aberración,aberrante,aberrant,アベアラント
216,,bishop,bischof,évêque,obispo,bispo,bishop,ビショップ
217,,power orb,kraftkugel,orbe de pouvoir,orbe de poder,orbe de poder,power orb,パワーオーブ
218,,demon,teufel,démon,demonio,demônio,demon,デーモン
219,,shrapnel,schrapnel,mitraille,metralla,estilhaços,shrapnel,シュラップネル
220,,boneling,knochenling,osselet,huesitos,ossudo,boneling,ボーンリング
221,,firefly,leuchtkäfer,luciole,luciérnaga,vaga-lume,firefly,ファイアフライ
222,,destroyer,zerstörer,pourfendeur,destructor,destruidor,destroyer,デストロイヤー
223,,cursed blade,verfluchte klinge,lame maudite,acero maldito,lâmina amaldiçoada,cursed blade,カースド・ブレイド
224,,dominion,dominion,domination,dominio,domínio,dominion,ドミニオン
225,,hothead,hitzkopf,tête brûlée,enardecido,cabeça quente,hothead,ホットヘッド
226,,wraith,gespenst,spectre,espectro,espectro,wraith,レイス
227,,enigmancer,enigmancer,énigmancien,criptomante,enigmático,enigmancer,エニグマンサー
228,,holy rod,heilige rute,sceptre saint,vara sagrada,cetro sagrado,holy rod,ホーリーロッド
229,,noxious dead,giftkopf,mort toxique,muerto venenoso,morto tóxico,noxious dead,ノキシアス・デッド
230,,dart trap,pfeilfalle,piège à flèches,trampa de flechas,armadilha de dardo,dart trap,ダーツトラップ
232,,big dart trap,große pfeilfalle,gros piège à flèches,gran trampa de flechas,armadilha de dardo grande,big dart trap,大型ダーツトラップ
233,,chaosgod,chaosgott,dieu du chaos,dios del caos,deus do caos,chaosgod,カオスゴッド
234,,rockhead,steinkopf,tête-de-roc,cabeza de roca,pedregoso,rockhead,ロックヘッド
235,,spr_eatr,spr_eatr,spr_eatr,spr_eatr,spr_eatr,spr_eatr,spr_eatr
236,,drdlich,drdlich,drdlich,drdlich,drdlich,drdlich,ドルドリッチ
237,,drdknight,drdknight,drdknight,drdknight,drdknight,drdknight,ドルドナイト
238,,drdskull,drdskull,drdskull,drdskull,drdskull,drdskull,ドルドスカル
239,,drdlord,drdlord,drdlord,drdlord,drdlord,drdlord,ドルドロード
240,,the warden,der aufseher,le gardien,el custodio,o diretor,the warden,看守
241,,ace of storms,sturmass,as des tempêtes,as tormentoso,ás das tempestades,ace of storms,嵐のエース
245,,firespinner,drehfeuer,feu tournant,lanzafuegos,lança-fogo,firespinner,ファイヤースピナー
247,,cool skully,cooler skully,skully cool,skully molón,skully descolado,cool skully,クール・スカル
248,,hecatoncheir,hecatoncheir,hecatoncheir,hecatónquiro,hecatônquiro,hecatoncheir,ヘカトンケイル
249,,aletheia,aletheia,aletheia,aletheia,aletheia,aletheia,アレシア
250,,lucid dream,luzidtraum,rêve lucide,sueño lúcido,sonho lúcido,lucid dream,明晰夢
251,,ersatz,ersatz,ersatz,emulación,sucedâneo,ersatz,エルザッツ
252,,flauros,flauros,flauros,flauros,flauros,flauros,フラウロス
253,,database,datenbank,base de données,base de datos,base de dados,database,データベース
262,,drillcore,bohrkern,cœur perceur,núcleo perforador,núcleo de broca,drillcore,ドリルコア
281,,nephilim,nephilim,nephilim,nephilim,nephilim,nephilim,ネフィリム
282,,forsaken arms,verlassene waffen,armes abandonnées,armas abandonadas,amas abandonadas,forsaken arms,置き捨てられた武器
283,,barrow,grabhügel,tumulus,túmulo,túmulo,barrow,バロウ
284,,power ghost?,kraftgeist???,fantôme de pouvoir ?,¿fantasma de poder?,fantasma de poder?,power ghost?,パワーゴースト？
285,,drillbot,drillbot,bot perceur,bot taladro,bot broca,drillbot,ドリルボット
