ID,Comments,EN,DE,FR,ES,PTBR,ZHS,JA
74,,entropic,entropisch,entropie,entrópica,entrópica,энтропийный,エントロピー
75,,plague,plage,fléau,enfermedad,praga,чума,疫病
76,,crossfire,kreuzfeuer,tirs croisés,fuego cruzado,fogo cruzado,перекрёстный огонь,十字砲火
77,,precipitate,regen,précipitation,diluvio,chuva,ливень,荒天
78,,4th visitor,4ter besucher,4e visiteur,cuarto visitante,4º visitante,4-й гость,第４の来訪者
79,,overclock,übertakt,surcadence,aceleración,dilúvio,разгон,オーバークロック
80,,void,leerraum,néant,vacío,vazio,пустота,虚無
81,,frontload,frontgeladen,charge frontale,carga frontal,dose de carga,фронтальная загрузка,フロントロード
82,,entrench,verschanzt,retranché,trinchera,entrincheirar,окопный,トレンチ
83,,firelance,feuerlanze,lance de feu,lanza ígnea,lança de fogo,огненное копьё,ファイアランス
84,,erupt,ausbruch,éruption,erupción,erupção,извержение,噴出
85,,rupture,durchbruch,rupture,ruptura,rompimento,разрыв,破裂
86,,execute,richtend,exécution,ejecución,execução,казнь,処刑
87,,wall slam,wandhieb,coup de mur,golpe de muro,batida na parede,удар о стену,ウォールスラム
88,,wall crawl,wandkriechend,rase-murs,trepamuros,rastejo em paredes,ползание по стене,ウォールクロール
89,,cleaner,saäuberer,nettoyeur,limpiadora,limpador,уборщик,掃除屋
90,,haphephilia,wandnah,haptophilie,murofilia,afefilia,гаптофилия,接触恐怖
91,,arcane feedback,zauberrückruf,intensité occulte,influencia arcana,influência arcana,мистический отклик,神秘の呼応
92,,lucky sevens,glückssieben,sept de chance,siete de la suerte,sete da sorte,счастливые семёрки,ラッキーセブン
93,,bio-electric,bioelektrisch,bioélectrique,bioeléctrica,bioelétrico,биоэлектрический,バイオ・エレクトリック
94,,side blade,seitenschwert,lame secondaire,hoja auxiliar,lâmina lateral,боковой клинок,サイドブレード
95,,hunter add-on,jäger add-on,bonus de chasseur,mod de caza,complemento de caça,надстройка охотника,ハンターアドオン
96,,volatile,flüchtig,volatile,volátil,volátil,летучий,揮発性
97,,razor,klinge,rasoir,cuchilla,navalha,бритва,サイクロン
98,,runes,runen,runes,runas,runas,руны,ルーン
99,,temporally destabilized,zeitdestabilisiert,instabilité temporelle,inestabilidad temporal,instabilidade temporária,временная дестабилизация,一時的不安定
100,,living walls,lebende wände,murs vivants,muros vivientes,paredes vivas,живые стены,生ける壁
101,,third-party cheats,dritte-party cheats,trucs de tiers,trucos de terceros,trapassas de terceiros,сторонние читы,非公式チート
102,,arcane vessel,arkangefäß,réceptacle occulte,recipiente arcano,nave arcana,мистический сосуд,神秘の器
103,,revenge,rache,revanche,venganza,vingança,месть,復讐
104,,core compression,kernkomprimierung,compression de noyau,compresión de núcleo,compressão de núcleo,сжатие ядра,圧縮コア
105,,lashout,aushieb,déchaînement,latigazo,revolta,выпад,強襲
106,,rescindant,hohlruf,annulateur,anuladora,rescindente,аннулятор,無力化
107,,vigil,wacht,vigile,vigilancia,vigília,бдение,警戒
108,,recycle,recycling,recyclage,reciclaje,reaproveitamento,переработка,リサイクル
109,,shredder,shredder,broyage,trituradora,picador,шредер,シュレッダー
110,,shockwave,schockwelle,onde de choc,onda de choque,onda de choque,ударная волна,ショックウェーブ
111,,aftershock,nachbeben,réplique,réplica,abalo secundário,афтершок,アフターショック
112,,imbue,durchwirkung,imprégnation,imbuida,instigar,пропитывание,吹き込み
113,,bullet catch,kugelfang,attrape-balles,atrapabalas,captura de bala,перехват пули,弾丸キャッチ
114,,reap,ernte,moisson,siega,ceifar,жатва,刈り取り
115,,harvest,ertrag,récolte,cosecha,colheita,урожай,収穫
116,,return,rückkehr,retour,retorno,retorno,возврат,リターン
117,,absorb,absorption,absorption,absorción,absorção,поглощение,吸収
